ville,quartier,type_bien,surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,etat,annee_construction,balcon,terrasse,parking,chauffage,classe_energie,distance_centre,distance_transport,score_commerces,date_mise_vente,prix
Lille,Sud,Studio,33.25535323243063,1,0.0,6,1,Neuf,1983.0,0,0,0.0,Collectif,C,2.3022116745905423,394.9652949918997,5.0,2023-07-19,131014.42570726169
Bordeaux,Ouest,Appartement,74.32215259536756,3,2.0,2,0,Bon,2003.0,1,0,0.0,Individuel gaz,B,8.261821274266904,128.9640913914786,10.0,2023-03-11,305078.49590783543
Reims,Est,Maison,184.48550736618466,5,3.0,0,0,Très bon,1953.0,1,0,0.0,Individuel gaz,D,1.9810336895336391,40.1320684705194,3.0,2022-05-19,411661.69422668184
Strasbourg,Ouest,Appartement,80.2229643079029,3,2.0,6,1,Bon,1948.0,0,0,2.0,Pompe à chaleur,D,7.085583730657417,334.6447774835183,2.0,2023-01-10,304980.8454462326
Bordeaux,Centre,Appartement,76.27531626502035,3,,2,0,Bon,1978.0,1,0,0.0,Individuel électrique,C,2.161007376555607,316.7830521656093,9.0,2020-08-18,425734.4129903101
Montpellier,Ouest,Appartement,63.53868759083252,2,0.0,3,1,Bon,1921.0,1,0,0.0,Pompe à chaleur,B,4.820304787526476,286.3185095577148,8.0,2023-12-12,233259.1225610328
Reims,Nord,Loft,139.8168830590978,5,5.0,2,0,Bon,1877.0,1,0,0.0,Individuel gaz,D,9.968930039646892,744.2689661636498,3.0,2022-10-27,351572.1179826616
Lyon,Croix-Rousse,Maison,135.52212770153992,4,4.0,0,0,Bon,1939.0,0,1,,Collectif,G,3.2359006845053195,87.01255531857528,2.0,2022-06-02,513501.73800693656
Paris,Montmartre,Studio,36.315685897482226,1,0.0,3,1,Bon,1924.0,0,0,2.0,Individuel gaz,C,3.1377433599084577,303.02974353516424,1.0,2022-11-19,395444.0984195577
Strasbourg,Centre,Appartement,93.87430222936962,3,2.0,2,0,Bon,1854.0,0,0,0.0,Collectif,C,5.526488888885961,244.73259826113184,8.0,2021-07-07,310278.1383663873
Strasbourg,Est,Maison,113.80220615614039,4,3.0,0,0,Correct,1997.0,0,0,0.0,Individuel électrique,,1.3361905083924654,,4.0,2020-11-29,243068.08917954576
Dijon,Sud,Maison,132.85944546414993,6,5.0,0,0,Bon,,0,0,0.0,Individuel gaz,D,7.732566577399596,107.46995417478523,10.0,2022-05-25,242868.12062351342
Montpellier,Ouest,Duplex,79.28034230307907,4,4.0,3,1,Bon,1986.0,0,0,1.0,Individuel gaz,D,5.802897031270222,290.20438829823195,,2020-12-27,301096.2203639243
Nice,Nord,Studio,47.13644808250308,1,0.0,4,1,Correct,1925.0,0,0,,Pompe à chaleur,,6.557973483826257,182.77120144174842,1.0,2020-10-13,181053.09025640838
Marseille,Vieux-Port,Studio,26.214436343661976,1,0.0,2,0,Très bon,1941.0,0,0,0.0,Collectif,F,5.463229679843331,355.70496712230056,6.0,2022-08-05,120057.16048352164
Reims,Sud,Appartement,108.25189109087947,4,2.0,4,0,Correct,,0,0,1.0,Collectif,B,3.396347165709475,79.7348470027085,5.0,2023-10-20,275695.2495612423
Montpellier,Ouest,Maison,161.06002627612384,7,,0,0,Bon,2023.0,0,1,,Individuel gaz,F,11.744218846882923,98.21458726272141,9.0,2023-01-01,479792.01282453863
Nantes,Sud,Maison,137.8238113431834,6,5.0,0,0,Très bon,1909.0,0,0,1.0,Collectif,D,2.176243409890666,,2.0,2022-06-17,480283.76292830164
Rennes,Ouest,Loft,99.35568914296282,4,3.0,5,1,Bon,1905.0,1,0,0.0,,B,3.619219543323162,447.32668350501825,3.0,2020-02-25,424336.355939198
Marseille,Joliette,Appartement,79.79197944287542,3,3.0,5,1,Correct,1980.0,0,0,1.0,Individuel gaz,D,11.752397706282558,89.8162692129866,10.0,2020-04-29,241427.767319642
Paris,Saint-Germain,Appartement,93.5642810043284,3,2.0,3,1,Correct,1951.0,1,0,0.0,Individuel électrique,E,7.449113455355796,297.2577230147434,3.0,2020-02-15,967031.4748818119
Marseille,Castellane,Appartement,76.98746133325463,4,3.0,0,0,Correct,2010.0,0,1,1.0,Individuel électrique,C,2.248085386143973,143.80399328402143,7.0,2022-07-05,307105.51380063494
Nice,Sud,Appartement,99.9331854505015,3,3.0,5,1,À rénover,2004.0,0,0,0.0,Individuel gaz,,2.3827785691245134,416.7845941636826,3.0,2020-03-23,373971.2840893494
Angers,Est,Appartement,72.71002332817378,4,,7,1,Correct,2008.0,1,0,1.0,Pompe à chaleur,A,8.55346117669214,1099.3671083009713,6.0,2021-08-06,201354.98652701906
Dijon,Centre,Loft,115.7702290597278,5,4.0,4,1,Bon,1992.0,0,1,1.0,Individuel gaz,C,1.9264231308517004,,8.0,2020-05-08,546086.4042415592
Marseille,Endoume,Maison,145.43206361960404,7,,0,0,Correct,1917.0,0,0,,Collectif,F,3.3660694370950655,236.22477274375967,10.0,2021-05-27,376746.6486199051
Paris,Saint-Germain,Loft,95.77552701807915,3,2.0,3,1,Neuf,1894.0,0,0,0.0,Collectif,E,12.754294735235,139.9552721093792,9.0,2021-09-17,1214142.5717674284
Nice,Est,Studio,39.868073543381556,1,0.0,3,1,Bon,1895.0,0,1,0.0,Individuel gaz,C,10.674005024939861,353.5198596570452,,2022-08-03,197786.7646470056
Lille,Centre,Appartement,56.96002037577174,2,1.0,4,1,Bon,2000.0,0,0,0.0,Individuel électrique,D,3.986472165273258,423.0146172080194,5.0,2021-02-20,200018.51519477577
Strasbourg,Ouest,Maison,160.96442179292174,6,,0,0,Bon,1985.0,0,1,1.0,Individuel gaz,C,6.6857687013657205,150.47399124472994,10.0,2021-05-25,394257.1636780253
Angers,Est,Appartement,96.95646196627719,3,2.0,10,1,Bon,2021.0,0,0,2.0,Individuel électrique,D,5.9225381816247324,219.10864127083855,3.0,2022-01-27,268363.1741344768
Dijon,Ouest,Loft,81.85919477683566,3,1.0,0,0,Bon,1983.0,1,1,1.0,Individuel gaz,E,8.53799495860513,295.08024184621837,9.0,2022-01-28,231413.4178449711
Strasbourg,Sud,Appartement,111.15673647388687,4,3.0,0,0,Très bon,,1,1,1.0,Individuel gaz,B,5.779621325563223,303.0998878041374,5.0,2020-08-26,494582.8519822636
Rennes,Centre,Appartement,58.22690129041334,2,1.0,8,1,Très bon,1905.0,0,0,0.0,Individuel gaz,C,5.235020379077813,156.0358978255879,3.0,2022-12-12,253717.33892183544
Bordeaux,Est,Appartement,111.3023986225966,4,3.0,2,0,Bon,1956.0,0,0,,Pompe à chaleur,A,8.121395741205582,232.07263370390362,3.0,2021-12-23,448652.0945871861
Angers,Centre,Maison,135.57405751865872,5,,0,0,Neuf,,1,0,1.0,Collectif,G,5.1397137092827885,225.08312654232705,6.0,2021-08-10,344803.71999238787
Angers,Sud,Appartement,95.43989742553826,4,3.0,4,1,Bon,1982.0,0,0,,Individuel gaz,,3.4984616048532016,19.79144198077657,9.0,2021-02-15,280708.3732537151
Lille,Centre,Appartement,65.33706554750245,3,2.0,5,0,Bon,1907.0,0,0,2.0,Individuel électrique,C,7.7485614080646,379.5617530001828,5.0,2022-01-18,229276.16084578965
Lille,Centre,Studio,59.442794341620484,1,0.0,5,1,À rénover,,0,0,0.0,,,6.503404220094396,422.0833989210412,9.0,2020-12-07,101954.82296621124
Reims,Nord,Studio,28.64562206433992,1,0.0,4,1,Bon,1988.0,0,0,1.0,Pompe à chaleur,D,7.219170108752544,331.9657718803495,7.0,2021-10-07,58021.03591848975
Le Havre,Centre,Appartement,55.196315551100994,2,1.0,3,1,Neuf,1993.0,1,0,1.0,Pompe à chaleur,F,3.6496173062539743,399.9922728995557,4.0,2021-08-21,170687.6009809751
Marseille,Endoume,Maison,196.69104144822123,4,2.0,0,0,À rénover,2019.0,1,1,2.0,Collectif,D,4.893029289879918,,9.0,2023-05-29,430435.52686950116
Angers,Est,Loft,105.4215509478357,6,5.0,3,0,Correct,1984.0,1,0,1.0,Individuel gaz,E,7.514296480195002,409.1341796395825,4.0,2021-10-03,247676.46622036264
Strasbourg,Nord,Appartement,90.81812033345976,4,4.0,5,1,Très bon,1999.0,1,1,0.0,Individuel gaz,D,5.253199526191194,144.23555859987442,9.0,2022-08-30,392818.2799504223
Paris,Belleville,Loft,162.27294161724822,5,4.0,6,1,Bon,1904.0,1,0,1.0,Collectif,E,8.897842742886821,486.8164901855145,1.0,2021-07-22,1692230.9257922443
Toulouse,Est,Appartement,96.26020968999624,3,3.0,0,0,Correct,2017.0,1,0,0.0,Individuel électrique,C,6.289591135030755,184.29048817033157,8.0,2021-08-23,288278.6097021979
Le Havre,Sud,Maison,119.28184616843998,7,,0,0,Très bon,1935.0,1,1,,Individuel gaz,C,3.2595154420454713,,10.0,2022-06-06,271290.32170335745
Toulouse,Sud,Maison,134.99362390052764,4,3.0,0,0,Bon,1969.0,0,0,0.0,,D,3.295269055888215,228.9362692617628,9.0,2020-09-03,396047.1803183398
Dijon,Nord,Maison,185.6311648142933,4,2.0,0,0,Bon,2018.0,0,0,0.0,Individuel électrique,F,2.9190122506521874,144.91565462392748,2.0,2021-01-12,379466.89299229713
Nice,Sud,Loft,128.62124065315317,6,5.0,1,0,Correct,1930.0,0,0,1.0,Collectif,C,10.692494718500441,,,2021-07-17,576696.5417041921
Strasbourg,Sud,Appartement,41.40306639175991,2,1.0,2,0,Bon,1874.0,1,1,0.0,,G,6.278548412289954,83.47521393156012,10.0,2022-05-13,126139.4723626517
Strasbourg,Sud,Appartement,53.937355097099555,2,,4,1,Très bon,1946.0,0,0,,Individuel gaz,,6.013408653268437,,1.0,2022-07-23,175593.7198330492
Le Havre,Est,Maison,137.71336378644116,5,4.0,0,0,Très bon,,1,0,0.0,Individuel gaz,B,2.634992094871661,170.00637004487922,8.0,2021-02-03,221204.8646105034
Angers,Nord,Studio,5.0,1,1.0,2,0,Bon,1986.0,1,0,2.0,Individuel gaz,F,2.3861507022482686,546.20658663258,9.0,2022-09-04,123222.4469327135
Rennes,Est,Appartement,63.416964407411285,3,1.0,1,0,Bon,1944.0,0,1,1.0,Individuel électrique,F,2.7301008252550827,409.6758368361351,9.0,2023-03-09,243204.03920328114
Le Havre,Ouest,Studio,38.824732311932,1,1.0,0,0,Très bon,1894.0,0,0,1.0,Collectif,E,3.3559424830570768,240.01292773719928,8.0,2020-04-18,87672.52708270527
Toulouse,Est,Appartement,105.50019862600566,6,,6,1,Bon,2011.0,0,0,1.0,,D,12.679287506583254,,1.0,2023-04-16,298971.7296492352
Le Havre,Ouest,Appartement,62.82362116932139,2,1.0,2,0,Très bon,1884.0,1,0,0.0,Individuel électrique,,1.1994488302929502,158.68746075850072,7.0,2023-01-24,130273.61357832409
Strasbourg,Centre,Studio,29.907231583517156,1,0.0,2,0,Correct,1943.0,0,1,0.0,Individuel gaz,C,3.1226895732979685,114.47937440457753,8.0,2023-08-16,107105.89719021086
Rennes,Centre,Appartement,93.43897964367812,3,2.0,3,1,Bon,1938.0,1,0,0.0,Individuel gaz,B,3.8703170846813597,176.77643272096975,,2023-08-01,367300.39431820204
Marseille,Endoume,Maison,119.07397019062057,5,4.0,0,0,Neuf,1866.0,1,0,1.0,Collectif,C,3.755518065562721,1085.96473978133,8.0,2023-12-22,485918.8026716135
Nantes,Ouest,Appartement,70.33665184630053,4,3.0,0,0,Bon,1926.0,0,0,1.0,,,3.1909487851771847,503.4120595886002,8.0,2021-06-14,242266.6644800949
Reims,Est,Appartement,109.02686984649827,4,3.0,2,0,Neuf,2002.0,0,0,2.0,Pompe à chaleur,E,7.308419492449993,198.63734138854022,3.0,2022-01-03,289924.1243129936
Lyon,Confluence,Maison,189.16829946156116,5,4.0,0,0,Bon,1876.0,1,0,1.0,Collectif,E,6.701183556809881,474.4621387645079,3.0,2020-05-31,706344.5892224568
Lille,Nord,Maison,189.6859941944772,4,,0,0,Bon,1866.0,0,1,0.0,Individuel électrique,D,3.755185818159181,266.95343440821006,10.0,2021-01-15,566421.0650337682
Le Havre,Centre,Appartement,100.09631467418481,4,4.0,5,1,Très bon,1982.0,0,0,2.0,Individuel électrique,C,11.883750131490773,395.59880112128695,,2022-05-07,254271.6278506257
Dijon,Centre,Appartement,65.06161981616324,3,3.0,5,0,Correct,1905.0,0,1,1.0,Individuel électrique,E,12.41483060328033,140.32421740658094,1.0,2020-08-22,146237.97261980403
Bordeaux,Ouest,Appartement,57.46191303566819,2,0.0,5,0,Très bon,1957.0,0,0,0.0,Pompe à chaleur,A,2.5498392989410874,336.9805248670325,7.0,2020-10-16,326594.0909012613
Nice,Sud,Maison,186.5485284717838,6,5.0,0,0,Correct,1851.0,1,0,2.0,Pompe à chaleur,C,3.2525805636190253,640.0710377360734,5.0,2020-09-10,813133.204263943
Nantes,Sud,Duplex,104.23960231875832,4,3.0,3,0,Bon,1956.0,0,1,2.0,,D,4.015613621744171,565.6277533124038,,2023-02-20,468945.87684765476
Reims,Ouest,Loft,102.74455010362567,4,3.0,2,0,Très bon,1949.0,1,0,1.0,Individuel électrique,D,6.4722813119497875,574.4262620794543,9.0,2020-02-26,300735.40917413845
Reims,Nord,Appartement,57.03257374343622,3,2.0,6,1,À rénover,1980.0,0,0,,Individuel électrique,E,3.546584930958396,,10.0,2022-12-14,97758.88108152022
Reims,Sud,Appartement,87.88925305562142,4,3.0,1,0,À rénover,1970.0,0,0,0.0,,E,9.510839288301174,150.8598927706222,7.0,2020-08-23,113718.69941743903
Reims,Ouest,Duplex,111.7850107524446,5,4.0,5,0,Neuf,1987.0,0,0,1.0,Individuel électrique,F,3.4658744188282733,429.35197030080104,,2020-03-06,277187.65015636786
Toulouse,Nord,Maison,136.40291404417522,6,6.0,0,0,Très bon,2016.0,0,0,2.0,,G,14.184607892510257,882.4056556769357,8.0,2022-04-22,300972.17013609083
Dijon,Nord,Maison,222.2088336107923,4,4.0,0,0,Très bon,1999.0,1,0,1.0,Collectif,D,5.7044311950758635,308.89441563083733,9.0,2020-10-16,493858.2478756891
Dijon,Est,Studio,27.650036292244813,1,0.0,7,1,Bon,2016.0,0,0,1.0,Pompe à chaleur,D,5.525362500994608,119.58875841376998,5.0,2020-11-09,79011.63932453442
Rennes,Nord,Appartement,88.53012637772105,4,3.0,1,0,Très bon,1888.0,1,1,0.0,Individuel électrique,D,3.2010313440081153,1213.297941464386,1.0,2022-04-09,346639.51870441955
Lille,Sud,Maison,258.80262042830407,4,4.0,0,0,Neuf,2022.0,1,0,0.0,Individuel gaz,F,4.029929459360671,368.8417731553692,5.0,2022-11-27,728465.0692144363
Strasbourg,Sud,Duplex,150.37979521185537,6,5.0,1,0,Bon,1950.0,1,0,2.0,,E,6.087906265282063,187.96216939478913,,2022-11-24,498810.01345982106
Reims,Ouest,Maison,250.695375324679,5,,0,0,Très bon,1943.0,0,0,0.0,Individuel gaz,,5.7106608958092036,404.66028127010173,4.0,2022-01-08,483796.0600766858
Bordeaux,Ouest,Appartement,100.84316841731977,4,4.0,3,1,À rénover,1961.0,1,0,0.0,Individuel électrique,E,12.774402035424401,225.1050225102039,8.0,2022-06-30,250778.6839763062
Strasbourg,Nord,Appartement,70.42903316719887,4,2.0,1,0,Bon,1998.0,1,0,1.0,Individuel électrique,C,8.169947323642889,372.91143244555315,5.0,2023-01-27,226290.91096659173
Dijon,Centre,Appartement,60.81383779579479,2,0.0,6,1,Correct,2018.0,1,1,0.0,Pompe à chaleur,C,8.241751409853793,160.4471066931782,8.0,2023-12-24,184696.17898077992
Paris,Belleville,Studio,27.791157098471498,1,0.0,1,0,Bon,1975.0,1,0,1.0,Individuel électrique,A,9.135421924304755,72.2980516342639,6.0,2023-11-22,228086.26372292373
Paris,Marais,Appartement,70.81045764538598,3,3.0,2,0,Correct,1923.0,0,0,2.0,Individuel gaz,D,16.184793492246015,261.8511875961334,6.0,2021-07-06,632939.4788790527
Bordeaux,Nord,Appartement,110.49023494320103,4,2.0,7,1,Bon,1935.0,1,0,0.0,,D,9.196477413086313,331.23530455007216,9.0,2023-01-03,469492.46391556173
Rennes,Nord,Duplex,104.82037979440412,7,6.0,1,0,À rénover,1961.0,1,0,0.0,Individuel électrique,E,9.79974050367343,225.5203150728297,,2023-04-18,194976.59777439205
Dijon,Centre,Appartement,54.05655137760721,3,2.0,7,1,Bon,,1,0,1.0,Individuel gaz,D,4.405943320692158,457.7013631667743,2.0,2023-05-01,171457.64118877446
Bordeaux,Est,Appartement,81.39305474074871,4,3.0,1,0,Bon,,0,0,1.0,Individuel gaz,,7.5058633122216545,755.9294950600379,3.0,2022-12-21,341883.79826290946
Toulouse,Centre,Appartement,77.40365474659873,3,1.0,7,1,Correct,2006.0,1,0,2.0,Collectif,,2.7640478181641486,775.3182371552098,4.0,2022-11-16,308379.693727971
Le Havre,Ouest,Appartement,61.5586238971081,2,2.0,2,0,Neuf,1944.0,0,1,0.0,Collectif,B,4.550410521701752,15000.0,5.0,2020-07-10,171164.16461454102
Bordeaux,Sud,Appartement,68.31928248386058,2,2.0,1,0,À rénover,,0,1,0.0,Individuel électrique,A,4.897105261199057,307.5337890850881,4.0,2023-09-08,263556.28763305873
Marseille,Endoume,Loft,173.11892230973672,5,4.0,3,1,Très bon,1968.0,1,1,2.0,Individuel électrique,B,10.951064304383964,129.7694072696846,5.0,2023-01-04,951423.7693282798
Strasbourg,Sud,Loft,132.59602033056842,4,4.0,2,0,Bon,2015.0,1,0,1.0,Collectif,,8.599247663169459,703.826321364137,10.0,2023-09-05,535425.3199555122
Nantes,Nord,Maison,161.53487069034514,7,7.0,0,0,Correct,1982.0,1,0,,Pompe à chaleur,E,4.516092791659355,114.32733272843761,5.0,2022-07-28,430598.52208715706
Montpellier,Est,Appartement,61.460364066347644,2,1.0,1,0,Correct,,1,0,,Individuel gaz,D,5.762323964028491,583.2266284985037,6.0,2023-05-31,205383.6099617998
Rennes,Centre,Maison,289.4793933215718,6,6.0,0,0,Neuf,,1,1,0.0,Collectif,A,5.959033512700589,59.347419835320785,9.0,2022-06-24,1404040.7453408742
Bordeaux,Est,Appartement,127.5727346711285,4,4.0,2,0,Très bon,,0,0,0.0,Individuel gaz,B,5.006101043451259,645.9310121431494,5.0,2021-06-17,580539.2735616892
Dijon,Centre,Appartement,98.73949087255424,3,2.0,5,1,À rénover,1905.0,0,0,2.0,Individuel gaz,,1.7380356810304902,117.57886751913564,,2021-03-22,254096.1079630599
Nice,Ouest,Duplex,111.40894998661032,5,3.0,6,1,Correct,1968.0,0,0,0.0,Pompe à chaleur,,2.4381237413238903,393.3250898559365,8.0,2022-10-04,438075.69434373605
Paris,Bastille,Appartement,60.73967765343373,3,2.0,6,1,Bon,2007.0,0,0,1.0,Individuel gaz,,9.23477090906646,100.40871063301582,3.0,2023-09-12,591872.1837109497
Marseille,Vieux-Port,Appartement,61.296759396355185,3,2.0,5,1,Correct,2013.0,1,0,0.0,Individuel gaz,C,7.492935444286408,230.54290314641096,3.0,2022-11-17,291677.25922257785
Lille,Est,Maison,164.91014531975208,4,2.0,0,0,Neuf,1974.0,0,0,1.0,Individuel électrique,,12.198077654597295,396.59222651630046,1.0,2021-09-09,398409.5919868525
Reims,Centre,Maison,155.51989256575632,4,2.0,0,0,Très bon,,1,0,0.0,Collectif,D,8.155980059416311,313.7772243549723,5.0,2022-12-15,360175.9552439309
Montpellier,Nord,Appartement,75.93053966717747,4,4.0,0,0,Très bon,1980.0,1,0,1.0,Individuel gaz,D,9.401132117551448,,7.0,2022-01-13,267363.2383805932
Angers,Ouest,Appartement,74.91062223198571,4,3.0,2,0,Correct,2001.0,1,0,1.0,Individuel électrique,D,3.45346092753919,32.40792545806347,8.0,2021-12-06,167015.07040125492
Rennes,Nord,Appartement,58.483694678044316,3,3.0,1,0,Correct,1909.0,1,0,0.0,Individuel électrique,B,5.9962187442329595,19.934107567965928,4.0,2022-05-06,194456.58629766764
Nantes,Ouest,Maison,139.80590509374682,4,4.0,0,0,Neuf,1961.0,0,0,0.0,Individuel électrique,C,3.097705492330176,179.80365125076273,6.0,2023-08-09,587563.6335627609
Montpellier,Ouest,Appartement,69.92284871055205,3,2.0,0,0,Bon,1940.0,0,0,0.0,Individuel électrique,B,4.3163317627553415,103.6865949473498,5.0,2022-08-01,260797.61317214614
Bordeaux,Sud,Appartement,74.3652699587729,3,2.0,5,0,Bon,1854.0,0,1,0.0,Individuel gaz,F,6.06429477659667,,7.0,2023-08-23,304592.75462953415
Toulouse,Nord,Maison,246.86221386401522,5,3.0,0,0,Bon,2004.0,0,0,,Collectif,E,7.509541418936308,263.9470937160066,,2021-03-06,530192.2437505827
Paris,Montmartre,Loft,125.99028058893751,4,3.0,5,0,Bon,1917.0,0,0,1.0,Individuel électrique,C,2.4592521160030305,150.9382335249285,2.0,2020-10-10,1640363.1175392761
Dijon,Sud,Appartement,81.84751590433501,3,2.0,6,1,Très bon,2030.0,1,0,1.0,Individuel gaz,,2.3768483092751302,24.73074565784906,5.0,2021-06-17,267652.54383359855
Paris,Belleville,Appartement,83.6824574578571,3,1.0,7,1,Neuf,2008.0,0,0,0.0,Individuel électrique,E,3.7936663605939587,984.8555322149527,6.0,2022-11-19,980974.0909778599
Lille,Nord,Maison,230.34160179228448,4,2.0,0,0,Correct,1991.0,0,0,,Collectif,F,1.7625080830810165,710.8580415303197,4.0,2022-06-04,538786.6494594387
Toulouse,Centre,Studio,109.04875446134926,1,0.0,3,1,Correct,1976.0,1,1,0.0,Individuel gaz,D,4.697393667638055,191.28065223171674,6.0,2023-09-26,447398.2677057146
Reims,Sud,Appartement,65.3857051047945,2,2.0,10,1,À rénover,1948.0,1,0,1.0,Collectif,G,4.453429317879703,96.19786768953483,9.0,2020-05-06,100954.98915946632
Dijon,Nord,Appartement,136.34924220877662,6,4.0,3,0,Correct,1971.0,0,0,1.0,Individuel gaz,F,4.00611635719128,123.8655103805552,8.0,2023-02-21,299783.726305804
Strasbourg,Est,Appartement,52.39048188561625,3,,7,1,Correct,1889.0,0,0,0.0,Collectif,E,0.6884386179544433,,9.0,2020-05-14,156988.57653304233
Lyon,Vieux-Lyon,Appartement,70.11757964462788,3,2.0,0,0,À rénover,1992.0,0,0,1.0,Collectif,A,1.9972183623700581,364.0803216787474,8.0,2023-07-20,247559.76697375267
Marseille,Endoume,Maison,135.8125749683332,4,3.0,0,0,À rénover,1938.0,0,1,1.0,Individuel électrique,E,4.1772956448153336,153.71906939783742,3.0,2022-01-28,305450.9868517897
Paris,Marais,Appartement,92.5143544968499,3,3.0,0,0,Bon,1968.0,1,0,1.0,Individuel gaz,D,3.7061746952046293,119.77687398786645,10.0,2020-05-03,1143232.0519571367
Nice,Sud,Studio,42.346278909792495,1,0.0,3,1,Très bon,1906.0,1,0,0.0,Individuel gaz,F,12.931394650262167,460.33060518887805,,2023-04-06,169714.40597323555
Paris,Bastille,Maison,129.53287268863465,4,2.0,0,0,Neuf,1990.0,1,1,0.0,Individuel électrique,D,2.390171683791464,128.5926490316543,6.0,2022-01-20,1296322.7658225007
Montpellier,Est,Maison,226.78379781264675,4,3.0,0,0,Correct,2011.0,0,1,1.0,Individuel gaz,D,13.344635226744817,21.476675911011647,5.0,2022-11-03,602290.9263777008
Paris,Bastille,Appartement,84.2734537872644,3,2.0,0,1,Bon,1966.0,1,0,,Individuel électrique,D,4.767192781689881,117.24479686293783,10.0,2022-05-27,761174.5548301999
Rennes,Ouest,Maison,212.69504962163097,5,4.0,0,0,Bon,1903.0,0,0,0.0,Collectif,A,4.7664900102401475,144.73195094674603,8.0,2020-05-13,628552.8525844115
Paris,Belleville,Appartement,109.55007203898342,6,4.0,0,0,Bon,2017.0,1,0,1.0,Individuel gaz,C,7.687290970587394,268.45175059538536,8.0,2021-12-03,1009939.372941111
Lyon,Confluence,Loft,139.82081356993277,7,7.0,1,0,Très bon,1965.0,0,0,,Collectif,C,5.466711034802121,79.308383470383,1.0,2022-09-11,943889.384301962
Lyon,Part-Dieu,Duplex,84.44718511043232,4,2.0,5,1,Correct,1902.0,0,1,0.0,Individuel électrique,D,4.354109275547785,405.8035749440627,8.0,2020-07-31,454432.00903622713
Reims,Nord,Appartement,68.2549469066127,2,1.0,7,1,Correct,1931.0,0,1,2.0,Individuel électrique,C,1.5439272440390392,349.28309637101023,8.0,2020-02-01,211684.86755235575
Nantes,Ouest,Appartement,53.342064515168886,3,3.0,2,0,Bon,1913.0,0,1,1.0,Individuel gaz,C,2.944253068105266,128.3014374335228,9.0,2021-10-01,230459.89742797802
Strasbourg,Sud,Appartement,46.06413148175219,2,1.0,8,1,Correct,1932.0,1,1,0.0,Individuel électrique,B,14.021589984113875,150.2972538387754,1.0,2020-06-08,136308.32830746306
